,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,10.721029996617736
5,logXiH,9.518646421825043
6,XiE,3.6091431334425423
7,XiH,1.472771111688157
8,kappa,2.5659918055286988
9,q,0.6693891666596609
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.1859531248493976
14,muZ,0.0
15,muVtilde,0.0
16,chi,1.2705319003289608
17,sigmaW,0.19757483141434679
18,sigmaQ,1.5185596464753932
19,sigmaR,1.5185596464753932
20,deltaE,3.5549997624127507
21,deltaH,0.6874705672658068
22,PiH,26.125343458336573
23,PiE,13.885852101004982
24,betaE,50.61081226118071
25,betaH,2.592933520207431
26,muW,0.9109272751649521
27,muQ,31.702318842348983
28,r,31.389847997392987
29,dent,0.0007407462364737449
30,Fe,40.65642648558596
31,firstCoefsE,0.9109272751649521
32,secondCoefsE,0.00389620492897871
33,Fh,49.5430501309107
34,firstCoefsH,0.5451526001885495
35,secondCoefsH,0.003896204928978709
36,HJB_E,11.599968475165662
37,HJB_H,23.292570186145955
38,kappa_min,0.03230780138969025
