,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,6.469545429476796
5,logXiH,0.504732644929655
6,XiE,0.20409424917433308
7,XiH,0.0019709705062781616
8,kappa,0.5293478230410266
9,q,0.14303105777541647
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.09269184537442741
14,muZ,0.0
15,muVtilde,0.0
16,chi,0.0
17,sigmaW,0.21661311104009917
18,sigmaQ,0.2991469053954732
19,sigmaR,0.2991469053954732
20,deltaE,1.2626545122249948
21,deltaH,1.2805322558498677
22,PiH,0.5192919750966352
23,PiE,3.5725768192772387
24,betaE,29.50153042983923
25,betaH,1.05254252244875
26,muW,0.3283313921312893
27,muQ,31.93979309930071
28,r,32.154397748983385
29,dent,0.0009885830571216656
30,Fe,32.05655686482019
31,firstCoefsE,0.32833139213128926
32,secondCoefsE,0.01612369146925682
33,Fh,32.2095749307348
34,firstCoefsH,0.32512375428052204
35,secondCoefsH,0.01612369146925682
36,HJB_E,12.92525003999922
37,HJB_H,13.035671230510259
38,kappa_min,0.061373794866379054
