,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,5563.519773316706
5,logXiH,22.061666466839124
6,XiE,27.03359551677357
7,XiH,1.9265914246887328
8,kappa,0.319793062869852
9,q,32.36650688769525
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,8.282889177819817
14,muZ,0.0
15,muVtilde,0.0
16,chi,1.2587098141554358
17,sigmaW,0.35005711500252984
18,sigmaQ,0.622448787508568
19,sigmaR,0.622448787508568
20,deltaE,0.9369258220524086
21,deltaH,1.0105624893240148
22,PiH,24.599534402615703
23,PiE,1.989696047800337
24,betaE,4.827354397699805
25,betaH,0.3935418809229916
26,muW,2.7852717233559536
27,muQ,17.216219994986275
28,r,17.032565456317545
29,dent,0.03563341459511411
30,Fe,56.94126924426836
31,firstCoefsE,2.785271723355953
32,secondCoefsE,0.007146902782378952
33,Fh,39.13863461592679
34,firstCoefsH,2.624978181572087
35,secondCoefsH,0.007146902782378952
36,HJB_E,16.300981345112323
37,HJB_H,23.58983661284216
38,kappa_min,0.01735802665741801
