,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,8.441891940035466
5,logXiH,7.573603744963282
6,XiE,4.119598902889788e-05
7,XiH,1.551772996237674e-05
8,kappa,1.7531342919182473
9,q,0.2286696902502068
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.06222943075995386
14,muZ,0.0
15,muVtilde,0.0
16,chi,0.0
17,sigmaW,0.1979899561324563
18,sigmaQ,0.4122539136970912
19,sigmaR,0.4122539136970912
20,deltaE,0.8902250744707545
21,deltaH,0.892130815730765
22,PiH,0.3310649714972153
23,PiE,3.3387750280559616
24,betaE,36.49812057596553
25,betaH,3.4182360423279605
26,muW,0.1718247905818075
27,muQ,131.69435690623058
28,r,131.4844827584199
29,dent,0.004082648435998134
30,Fe,132.9242549252759
31,firstCoefsE,0.17182479058180752
32,secondCoefsE,0.00816727268356412
33,Fh,131.50883403478582
34,firstCoefsH,0.1718247905818075
35,secondCoefsH,0.00816727268356412
36,HJB_E,47.44073150109418
37,HJB_H,21.517956090762752
38,kappa_min,0.07910094354463698
