,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,11.010235640584108
5,logXiH,8.977158704062727
6,XiE,3.4402957784085433
7,XiH,2.0419339283099074
8,kappa,0.05152001583613684
9,q,0.21269508219152886
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.055973602372246696
14,muZ,0.0
15,muVtilde,0.0
16,chi,3.593426498076667
17,sigmaW,0.23343043413827605
18,sigmaQ,1.173497277878469
19,sigmaR,1.173497277878469
20,deltaE,2.1467396421999045
21,deltaH,0.431001760687471
22,PiH,49.66242242961149
23,PiE,15.813034261044418
24,betaE,9.643197765167749
25,betaH,0.05208022973743774
26,muW,1.1866056280340933
27,muQ,46.668853442071025
28,r,46.269346882333885
29,dent,0.0012784256226608733
30,Fe,70.48506486868408
31,firstCoefsE,1.318245781847542
32,secondCoefsE,0.0042445481991957405
33,Fh,55.10184261684557
34,firstCoefsH,0.3812699629255579
35,secondCoefsH,0.0042445481991957405
36,HJB_E,7.854276188849928
37,HJB_H,6.498324847928771
38,kappa_min,0.01717325456413541
