,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,18.91578713764918
5,logXiH,9.500796530026017
6,XiE,2.885788858477636
7,XiH,1.68594413793468
8,kappa,0.06893908183449582
9,q,0.008992054152325898
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.0023993451556575513
14,muZ,0.0
15,muVtilde,0.0
16,chi,2.1724560715256884
17,sigmaW,0.08820055152776149
18,sigmaQ,0.13973090575371777
19,sigmaR,0.13973090575371777
20,deltaE,0.9945677732024993
21,deltaH,0.19893519902028897
22,PiH,26.368298938674744
23,PiE,3.7835621767093057
24,betaE,88.82859227326698
25,betaH,0.0727672060308589
26,muW,0.7781699332240983
27,muQ,15.20343851200127
28,r,15.139478732506845
29,dent,0.0002006233117504992
30,Fe,18.57985452395848
31,firstCoefsE,0.7781699332240982
32,secondCoefsE,0.001960391260323314
33,Fh,43.52475023550734
34,firstCoefsH,0.26907259350201324
35,secondCoefsH,0.001960391260323314
36,HJB_E,23.163297240360478
37,HJB_H,159.65378100182667
38,kappa_min,0.013756086576542712
