,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,10.187563193716619
5,logXiH,7.85725465991437
6,XiE,3.63371142928987
7,XiH,2.4572753298721417
8,kappa,0.0727204678544405
9,q,0.1753135481378893
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.048075879098561584
14,muZ,0.0
15,muVtilde,0.0
16,chi,3.88916722897559
17,sigmaW,0.1895181457812751
18,sigmaQ,0.6363036798350322
19,sigmaR,0.6363036798350322
20,deltaE,1.168807546504732
21,deltaH,0.23308938079700467
22,PiH,51.19341269618842
23,PiE,8.37047860953993
24,betaE,11.348238407663297
25,betaH,0.07350227487843958
26,muW,1.1535561570642185
27,muQ,36.47012854759366
28,r,36.17226335324583
29,dent,0.00012980038116914587
30,Fe,48.81951758608466
31,firstCoefsE,1.17665278837625
32,secondCoefsE,0.004178038251042081
33,Fh,49.552369026471645
34,firstCoefsH,0.214350791696357
35,secondCoefsH,0.004178038251042081
36,HJB_E,3.7121880250332397
37,HJB_H,3.5028431765404333
38,kappa_min,0.013613577573960494
