,Two norm,Sup Norm,Sup Percentage Norm,Interior Two Norm,Interior Sup Norm,Interior Sup Percentage Norm
W,0.0,0.0,0.0,0.0,0.0,0.0
Z,0.0,0.0,0.0,0.0,0.0,0.0
V,0.0,0.0,0.0,0.0,0.0,0.0
Vtilde,0.0,0.0,0.0,0.0,0.0,0.0
logXiE,13.430515677359336,0.30523484792259126,21.069923632615875,6.869622892350904,0.06797787544768985,2.6196335731154816
logXiH,9.197436385429876,0.2822500486373616,9.554815789556338,1.8616682748732551,0.02695323296293939,0.6206572694541789
XiE,1.5779870473840378,0.06178542083178143,26.304971717564857,0.2286751736576869,0.004905944174583829,6.571885609940753
XiH,0.33763927801363874,0.013691582383659077,24.591489699566658,0.022509270427632067,0.00040797745261262827,2.6593236189944527
kappa,3.0119185457338347,0.3613216212064434,87.29739588287183,0.2845774348015271,0.0291750265455879,4.63695153883604
q,1.4875865480830133,0.04316084624926675,6.128006604011828,1.0762890577822566,0.014353469265609986,1.35267465360226
chi,0.4784214180091085,0.05227063549754907,10.454127099509813,0.0,0.0,0.0
sigmaR_first_shock,11.079144975447353,10.495328285156956,6156.002155169655,0.057691209765400854,0.003134662391815826,5.2946336616607645
sigmaR_second_shock,2.0549544477379746,1.9313279494514597,5356.599305025549,0.11603016313660934,0.001756796305722964,15.170212756615683
sigmaR_third_shock,0.932616768942456,0.44042184999527506,13907.573376804126,0.1321241014609667,0.007979326155376743,71.77886381758817
PiH_first_shock,16.938219286638184,1.704798675710588,808.1697754284174,0.7469016128271544,0.01673116914742062,13.70091334013947
PiH_second_shock,4.01818304113281,0.30725988405699234,394.479903654597,1.014658305846118,0.019066326282777435,14.84571995950071
PiH_third_shock,1.7218694052459913,0.5744273022322713,2046.5999363089534,0.703031620732653,0.011182170153837663,59.812901547292526
PiE_first_shock,166.09193777309494,160.80204653026124,8666.07643867526,0.125932371512304,0.01122727204605467,4.665875638898856
PiE_second_shock,30.631248280906192,29.569329399497178,7535.339403883462,0.24882566784465227,0.006944024303756652,14.42214106838739
PiE_third_shock,7.93339567393879,3.8003868846234474,19630.49651367044,0.34690783725745145,0.027587355319701176,71.78814842472984
r,3744.1303020015707,3743.6186041850146,496526.4685384182,3.5728080867272554,0.2541330074142692,74175.74868351707
dent,0.00043199753392977,6.415327096092466e-05,23144.448224335145,0.0004005317920401937,6.415327096092466e-05,1459.0233313101917
HJB_E,2136.144991868189,2135.474560631204,inf,5.722056407849406,0.31350122279144604,inf
HJB_H,3168.1103999021684,3167.6984118939495,inf,4.744461779706642,0.23338889187971443,inf
kappa_min,49.65931950388607,49.6510772149025,inf,0.07165794369676665,0.003051264308898405,inf
