,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,13.89948467375177
5,logXiH,27.094999176302036
6,XiE,0.0001388558163117692
7,XiH,7.453384098960143e-08
8,kappa,1.887141220343845
9,q,0.24614885482745835
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.06743842822864943
14,muZ,0.0
15,muVtilde,0.0
16,chi,0.0
17,sigmaW,0.20850244398295317
18,sigmaQ,0.34578579536552356
19,sigmaR,0.34578579536552356
20,deltaE,2.119198142003491
21,deltaH,2.120404981934747
22,PiH,1.6274813732395017
23,PiE,4.501652697482504
24,betaE,42.453062201401295
25,betaH,2.220188763501168
26,muW,0.24697724421480183
27,muQ,85.52568220597675
28,r,85.31389000992449
29,dent,0.0012985572030190444
30,Fe,87.29531205003292
31,firstCoefsE,0.24697724421480186
32,secondCoefsE,0.007871361476220933
33,Fh,85.34228350189694
34,firstCoefsH,0.2331887432114556
35,secondCoefsH,0.007871361476220933
36,HJB_E,14.00336826903457
37,HJB_H,97.38440812444222
38,kappa_min,0.07156742648334057
